SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin,cluster_kmeans,PCA1,PCA2,cluster_dbscan,proba_conflict
20250916,2025-09-16,Syndicat,BN,130,Protestation,3,-6.79,10,7,-0.44,Lokossa,6.6392,1.7153,fraternite.bj,MILITARY,Abdoulaye Bio Tchane;Macky Sall,Gouvernement Beninois,"Lokossa, Benin","-0.44,0.0,0.44,0.44,0.68,209",https://www.rfi.fr/img/placeholder.jpg,20250916000000-fraternite_bj-BN-01166,Conflit verbal,1,1,70,0,Sud,Mono,Benin,0.1605,0.489,2025-09,Neutre,Destabilisant,1,1.731944698848421,-1.5154479103372267,-1,0.999542
20250516,2025-05-16,Militaire,BN,60,Cooperation materielle,2,3.26,16,5,5.04,Cotonou,6.3654,2.4183,beninwebtv.com,ECONOMY,Paul Biya,Banque Mondiale,"Cotonou, Benin","5.04,5.04,0.0,5.04,1.86,562",https://www.bbc.com/img/default.jpg,20250516000000-beninwebtv_com-BN-01167,Cooperation materielle,0,0,80,0,Sud,Littoral,Benin,0.663,0.626,2025-05,Tres positif,Stabilisant,0,1.9662652319443672,1.7019827229165312,0,5.2199116e-06
20250717,2025-07-17,Parti politique,BN,10,Declaration publique,1,2.01,4,5,2.67,Cotonou,6.3654,2.4183,bbc.com,MILITARY,Paul Biya,,"Cotonou, Benin","2.67,2.67,0.0,2.67,1.74,188",,20250717000000-bbc_com-BN-01168,Cooperation verbale,0,0,20,0,Sud,Littoral,International,0.6005,0.5668,2025-07,Positif,Neutre,0,-0.5141546313313602,0.7998622125342272,0,0.000107615124
20250706,2025-07-06,Gouvernement,BN,36,Critique politique,1,1.43,7,6,1.39,Cotonou,6.3654,2.4183,lanouvelletribune.bj,DEMOCRACY,Lionel Zinsou;Macky Sall,,"Cotonou, Benin","1.39,1.39,0.0,1.39,1.77,210",https://www.rfi.fr/img/placeholder.jpg,20250706000000-lanouvelletribune_bj-BN-01169,Cooperation verbale,0,0,42,0,Sud,Littoral,Benin,0.5715,0.5348,2025-07,Neutre,Neutre,0,0.48436446489471935,0.5004818054794342,0,0.0032582674
20250426,2025-04-26,Syndicat,BN,70,Aide/assistance,2,0.27,8,5,-2.73,Cotonou,6.3654,2.4183,fraternite.bj,,,Banque Mondiale;Assemblee Nationale,"Cotonou, Benin","-2.73,0.0,2.73,2.73,0.64,175",,20250426000000-fraternite_bj-BN-01170,Cooperation materielle,0,1,40,0,Sud,Littoral,Benin,0.5135,0.4318,2025-04,Negatif,Neutre,1,0.39842877511786046,-0.5110462445705736,0,0.11619405
20250227,2025-02-27,Medias,BN,180,Attaque,4,-2.35,5,4,-6.44,Lokossa,6.6392,1.7153,matinlibre.com,PROTEST;ELECTIONS;HEALTH,Thomas Boni Yayi;Lionel Zinsou,Union Africaine;FMI,"Lokossa, Benin","-6.44,0.0,6.44,6.44,1.06,369",,20250227000000-matinlibre_com-BN-01171,Conflit materiel,1,1,20,0,Sud,Mono,Benin,0.3825,0.339,2025-02,Tres negatif,Leg. negatif,1,-0.4650904804729603,-1.8188630789826379,0,0.9999547
20250311,2025-03-11,Syndicat,BN,100,Demande,1,1.21,11,5,-0.09,Cotonou,6.3654,2.4183,fraternite.bj,ECONOMY;ENVIRONMENT;PROTEST;DEMOCRACY,Thomas Boni Yayi;Paul Biya,PNUD;UNICEF,"Cotonou, Benin","-0.09,0.0,0.09,0.09,0.94,424",,20250311000000-fraternite_bj-BN-01172,Cooperation verbale,0,1,55,0,Sud,Littoral,Benin,0.5605,0.4978,2025-03,Neutre,Neutre,0,0.9913857492873656,0.22947456522653353,0,0.0024267456
20250403,2025-04-03,Police,BN,36,Critique politique,1,5.17,15,3,0.31,Cotonou,6.3654,2.4183,matinlibre.com,DEMOCRACY;ENVIRONMENT;POLITICAL_VIOLENCE,Thomas Boni Yayi,PNUD;Banque Mondiale;CEDEAO,"Cotonou, Benin","0.31,0.31,0.0,0.31,1.43,657",,20250403000000-matinlibre_com-BN-01173,Cooperation verbale,0,0,45,0,Sud,Littoral,Benin,0.7585,0.5077,2025-04,Neutre,Stabilisant,0,0.7138190403333706,1.1606996809862864,0,0.00010118424
20250817,2025-08-17,ONG,BN,100,Demande,1,0.36,6,1,1.0,Cotonou,6.3654,2.4183,rfi.fr,HEALTH;ECONOMY,,CEDEAO,"Cotonou, Benin","1.0,1.0,0.0,1.0,1.53,217",,20250817000000-rfi_fr-BN-01174,Cooperation verbale,0,0,6,0,Sud,Littoral,International,0.518,0.525,2025-08,Neutre,Neutre,0,-1.362145088919025,0.12173909141408368,0,0.002042789
20250517,2025-05-17,Citoyen,FR,60,Cooperation materielle,2,5.02,12,2,1.25,Cotonou,6.3654,2.4183,bbc.com,PROTEST;DIPLOMACY;RELIGION,Macky Sall;Abdoulaye Bio Tchane,OMS;Banque Mondiale,"Cotonou, Benin","1.25,1.25,0.0,1.25,1.32,470",,20250517000000-bbc_com-BN-01175,Cooperation materielle,0,0,24,0,Sud,Littoral,International,0.751,0.5312,2025-05,Neutre,Stabilisant,0,-0.24878229342257782,1.2430769483399822,0,1.8776282e-05
20250415,2025-04-15,Gouvernement,FR,120,Menace,3,-2.66,3,8,-5.16,Cotonou,6.3654,2.4183,lanouvelletribune.bj,EDUCATION;HUMAN_RIGHTS;HEALTH,Paul Biya,,"Cotonou, Benin","-5.16,0.0,5.16,5.16,1.95,553",,20250415000000-lanouvelletribune_bj-BN-01176,Conflit verbal,1,1,24,0,Sud,Littoral,Benin,0.367,0.371,2025-04,Tres negatif,Leg. negatif,1,0.19010071906856665,-1.643076735072058,0,0.99899286
20251101,2025-11-01,Parti politique,BN,10,Declaration publique,1,3.72,6,4,-1.54,Kandi,11.1342,2.9394,apanews.net,ECONOMY;CORRUPTION;HEALTH;MILITARY,Macky Sall;Patrice Talon,OMS;ONU,"Kandi, Benin","-1.54,0.0,1.54,1.54,1.13,365",https://www.bbc.com/img/default.jpg,20251101000000-apanews_net-BN-01177,Cooperation verbale,0,1,24,1,Nord,Alibori,Afrique,0.686,0.4615,2025-11,Neutre,Stabilisant,0,-0.4080436229360467,0.3979438360422198,0,0.00049722084
20251205,2025-12-05,Gouvernement,BN,110,Rejet/opposition,3,-0.17,11,6,-6.48,Parakou,9.337,2.6282,rfi.fr,POLITICAL_VIOLENCE;PROTEST,Alassane Ouattara,Assemblee Nationale;CEDEAO,"Parakou, Benin","-6.48,0.0,6.48,6.48,0.65,557",,20251205000000-rfi_fr-BN-01178,Conflit verbal,1,1,66,1,Nord,Borgou,International,0.4915,0.338,2025-12,Tres negatif,Leg. negatif,1,1.5065996047775838,-1.2362619301152147,-1,0.9946031
20250117,2025-01-17,Parti politique,BN,60,Cooperation materielle,2,-0.61,2,2,3.86,Cotonou,6.3654,2.4183,rfi.fr,MILITARY;ELECTIONS;HEALTH,,PNUD,"Cotonou, Benin","3.86,3.86,0.0,3.86,1.63,122",,20250117000000-rfi_fr-BN-01179,Cooperation materielle,0,0,4,0,Sud,Littoral,International,0.4695,0.5965,2025-01,Positif,Leg. negatif,0,-1.6175207772547129,0.412011028147701,0,0.013411751
20250223,2025-02-23,ONG,BN,170,Coercition,4,0.43,13,1,-3.82,Porto-Novo,6.4969,2.6289,apanews.net,ENVIRONMENT;DEVELOPMENT;POLITICAL_VIOLENCE;HUMAN_RIGHTS,Abdoulaye Bio Tchane;Thomas Boni Yayi,,"Porto-Novo, Benin","-3.82,0.0,3.82,3.82,1.99,333",,20250223000000-apanews_net-BN-01180,Conflit materiel,1,1,13,0,Sud,Oueme,Afrique,0.5215,0.4045,2025-02,Negatif,Neutre,1,-0.4790749259272854,-0.6851243525043761,0,0.9705113
20250422,2025-04-22,Gouvernement,BN,40,Consultation diplomatique,1,-0.03,2,7,2.06,Porto-Novo,6.4969,2.6289,bbc.com,PROTEST;POLITICAL_VIOLENCE;ECONOMY,Mahamadou Issoufou,OMS,"Porto-Novo, Benin","2.06,2.06,0.0,2.06,0.71,542",,20250422000000-bbc_com-BN-01181,Cooperation verbale,0,0,14,0,Sud,Oueme,International,0.4985,0.5515,2025-04,Positif,Leg. negatif,0,-0.4256925311770601,0.2340036886554112,0,0.0039711944
20250621,2025-06-21,Diplomate,BN,100,Demande,1,4.66,5,5,-0.94,Cotonou,6.3654,2.4183,matinlibre.com,TERRORISM;ENVIRONMENT;CORRUPTION;DEMOCRACY,Paul Biya;Thomas Boni Yayi,UNICEF,"Cotonou, Benin","-0.94,0.0,0.94,0.94,0.69,459",,20250621000000-matinlibre_com-BN-01182,Cooperation verbale,0,1,25,0,Sud,Littoral,Benin,0.733,0.4765,2025-06,Neutre,Stabilisant,0,-0.3101944373493651,0.7052268219132486,0,8.252336e-05
20251101,2025-11-01,Gouvernement,BN,145,Manifestation/revolte,4,-5.02,15,2,-4.38,Abomey-Calavi,6.4484,2.3552,fraternite.bj,DEMOCRACY;ECONOMY;HEALTH,,PNUD;UNICEF;Gouvernement Beninois,"Abomey-Calavi, Benin","-4.38,0.0,4.38,4.38,0.24,264",,20251101000000-fraternite_bj-BN-01183,Conflit materiel,1,1,30,0,Sud,Atlantique,Benin,0.249,0.3905,2025-11,Negatif,Destabilisant,1,0.3729455469341671,-1.9002130324261077,0,0.9999546
20250524,2025-05-24,Police,BN,10,Declaration publique,1,0.71,5,1,6.98,Bohicon,7.1824,2.066,24haubenin.com,HUMAN_RIGHTS;DEVELOPMENT;CORRUPTION;ELECTIONS,Abdoulaye Bio Tchane,OMS;UNICEF;Gouvernement Beninois,"Bohicon, Benin","6.98,6.98,0.0,6.98,0.47,701",,20250524000000-24haubenin_com-BN-01184,Cooperation verbale,0,0,5,0,Centre,Zou,Benin,0.5355,0.6745,2025-05,Tres positif,Neutre,0,-1.5403560676354338,1.2998839078802698,0,0.00012244096
20250326,2025-03-26,Gouvernement,BN,145,Manifestation/revolte,4,-0.53,3,3,-1.24,Bohicon,7.1824,2.066,matinlibre.com,,Alassane Ouattara;Patrice Talon,Assemblee Nationale;UNICEF,"Bohicon, Benin","-1.24,0.0,1.24,1.24,1.45,125",https://www.rfi.fr/img/placeholder.jpg,20250326000000-matinlibre_com-BN-01185,Conflit materiel,1,1,9,0,Centre,Zou,Benin,0.4735,0.469,2025-03,Neutre,Leg. negatif,0,-1.1715608435894869,-0.5012690304333024,0,0.4252878
20250112,2025-01-12,Militaire,BN,100,Demande,1,1.42,6,11,5.16,Bohicon,7.1824,2.066,bbc.com,,Paul Biya,OMS;Assemblee Nationale,"Bohicon, Benin","5.16,5.16,0.0,5.16,1.26,343",,20250112000000-bbc_com-BN-01186,Cooperation verbale,0,0,66,0,Centre,Zou,International,0.571,0.629,2025-01,Tres positif,Neutre,0,1.8516752285883131,1.244167001118013,-1,6.946717e-06
20250909,2025-09-09,Gouvernement,TG,10,Declaration publique,1,0.86,11,4,-1.12,Cotonou,6.3654,2.4183,rfi.fr,MILITARY;DIPLOMACY;HEALTH,Lionel Zinsou;Thomas Boni Yayi,Banque Mondiale;Assemblee Nationale;FMI,"Cotonou, Benin","-1.12,0.0,1.12,1.12,1.02,381",,20250909000000-rfi_fr-BN-01187,Cooperation verbale,0,1,44,0,Sud,Littoral,International,0.543,0.472,2025-09,Neutre,Neutre,0,0.5667735691049198,-0.05602026996729169,0,0.01453685
20250804,2025-08-04,Citoyen,BN,36,Critique politique,1,2.99,4,4,0.39,Djougou,9.7082,1.6599,24haubenin.com,DEVELOPMENT;PROTEST,Patrice Talon;Lionel Zinsou,Assemblee Nationale;PNUD;CEDEAO,"Djougou, Benin","0.39,0.39,0.0,0.39,1.68,465",https://www.rfi.fr/img/placeholder.jpg,20250804000000-24haubenin_com-BN-01188,Cooperation verbale,0,0,16,1,Nord,Donga,Benin,0.6495,0.5098,2025-08,Neutre,Neutre,0,-0.7897125463811357,0.5732711589592451,0,0.0029020854
20250506,2025-05-06,Gouvernement,BN,110,Rejet/opposition,3,-5.04,4,5,-8.67,Kandi,11.1342,2.9394,matinlibre.com,MILITARY;ECONOMY;CORRUPTION,,UNICEF;Union Africaine;Banque Mondiale,"Kandi, Benin","-8.67,0.0,8.67,8.67,0.21,99",https://www.rfi.fr/img/placeholder.jpg,20250506000000-matinlibre_com-BN-01189,Conflit verbal,1,1,20,1,Nord,Alibori,Benin,0.248,0.2832,2025-05,Tres negatif,Destabilisant,1,-0.31253235352480113,-2.8113352451732463,0,0.9998814
20250408,2025-04-08,Citoyen,BN,10,Declaration publique,1,4.34,7,4,-1.22,Ouidah,6.36,2.0852,bbc.com,MILITARY,,Union Africaine,"Ouidah, Benin","-1.22,0.0,1.22,1.22,0.9,712",https://www.bbc.com/img/default.jpg,20250408000000-bbc_com-BN-01190,Cooperation verbale,0,1,28,0,Sud,Atlantique,International,0.717,0.4695,2025-04,Neutre,Stabilisant,0,-0.23226282147199734,0.6041498774377846,0,0.0004129459
20251031,2025-10-31,Medias,GH,70,Aide/assistance,2,3.26,2,5,0.42,Cotonou,6.3654,2.4183,fraternite.bj,DEMOCRACY,Macky Sall,CEDEAO;Banque Mondiale,"Cotonou, Benin","0.42,0.42,0.0,0.42,0.32,208",https://www.rfi.fr/img/placeholder.jpg,20251031000000-fraternite_bj-BN-01191,Cooperation materielle,0,0,10,0,Sud,Littoral,Benin,0.663,0.5105,2025-10,Neutre,Stabilisant,0,-0.9320067002451713,0.612781664130567,0,0.00095059274
20250128,2025-01-28,Parti politique,BN,40,Consultation diplomatique,1,0.27,11,2,2.27,Abomey,7.1856,1.9861,matinlibre.com,POLITICAL_VIOLENCE,Mahamadou Issoufou;Abdoulaye Bio Tchane,Assemblee Nationale,"Abomey, Benin","2.27,2.27,0.0,2.27,1.11,539",,20250128000000-matinlibre_com-BN-01192,Cooperation verbale,0,0,22,0,Centre,Zou,Benin,0.5135,0.5568,2025-01,Positif,Neutre,0,-0.33238290786748526,0.41348684914809525,0,0.007448228
20251202,2025-12-02,Gouvernement,BN,100,Demande,1,1.15,11,8,3.15,Kandi,11.1342,2.9394,rfi.fr,,Alassane Ouattara;Abdoulaye Bio Tchane,PNUD;Gouvernement Beninois;UNICEF,"Kandi, Benin","3.15,3.15,0.0,3.15,0.21,442",,20251202000000-rfi_fr-BN-01193,Cooperation verbale,0,0,88,1,Nord,Alibori,International,0.5575,0.5788,2025-12,Positif,Neutre,0,2.2798613727387957,0.8772072133602116,0,0.00016533528
20250923,2025-09-23,Parti politique,BN,10,Declaration publique,1,0.27,8,3,1.11,Lokossa,6.6392,1.7153,apanews.net,EDUCATION;DEVELOPMENT,Abdoulaye Bio Tchane;Thomas Boni Yayi,Union Africaine;UNICEF;PNUD,"Lokossa, Benin","1.11,1.11,0.0,1.11,1.71,178",,20250923000000-apanews_net-BN-01194,Cooperation verbale,0,0,24,0,Sud,Mono,Afrique,0.5135,0.5277,2025-09,Neutre,Neutre,0,-0.3784965420419554,0.17441056727049195,0,0.009751733
20250221,2025-02-21,Syndicat,BN,140,Refus cooperation,3,-1.99,12,2,-2.95,Cotonou,6.3654,2.4183,matinlibre.com,DEVELOPMENT;POLITICAL_VIOLENCE;ECONOMY,Alassane Ouattara,ONU;Assemblee Nationale,"Cotonou, Benin","-2.95,0.0,2.95,2.95,1.81,275",https://www.rfi.fr/img/placeholder.jpg,20250221000000-matinlibre_com-BN-01195,Conflit verbal,1,1,24,0,Sud,Littoral,Benin,0.4005,0.4262,2025-02,Negatif,Leg. negatif,1,-0.11104871144840053,-1.0277913314206963,0,0.9376412
20250523,2025-05-23,Gouvernement,BN,180,Attaque,4,-1.18,8,6,-3.13,Natitingou,10.3081,1.3784,lanouvelletribune.bj,DEVELOPMENT;RELIGION;ECONOMY;DIPLOMACY,Lionel Zinsou;Alassane Ouattara,Union Africaine,"Natitingou, Benin","-3.13,0.0,3.13,3.13,1.5,700",https://www.rfi.fr/img/placeholder.jpg,20250523000000-lanouvelletribune_bj-BN-01196,Conflit materiel,1,1,48,1,Nord,Atacora,Benin,0.441,0.4218,2025-05,Negatif,Leg. negatif,1,0.7942281192775624,-0.8785398891388421,0,0.9904697
20250512,2025-05-12,Diplomate,BN,170,Coercition,4,-5.7,8,6,-1.82,Djougou,9.7082,1.6599,beninwebtv.com,ECONOMY;ELECTIONS;RELIGION,Lionel Zinsou;Alassane Ouattara,CEDEAO,"Djougou, Benin","-1.82,0.0,1.82,1.82,1.73,488",,20250512000000-beninwebtv_com-BN-01197,Conflit materiel,1,1,48,1,Nord,Donga,Benin,0.215,0.4545,2025-05,Neutre,Destabilisant,1,0.8474439997178482,-1.5940622698372404,0,0.9995235
20251212,2025-12-12,ONG,GH,110,Rejet/opposition,3,-2.05,19,4,-0.28,Bohicon,7.1824,2.066,24haubenin.com,CORRUPTION;HEALTH;PROTEST,,CEDEAO;Assemblee Nationale,"Bohicon, Benin","-0.28,0.0,0.28,0.28,1.25,685",,20251212000000-24haubenin_com-BN-01198,Conflit verbal,1,1,76,0,Centre,Zou,Benin,0.3975,0.493,2025-12,Neutre,Leg. negatif,1,2.101104834823609,-0.3974345832574699,-1,0.8553396
20250726,2025-07-26,Gouvernement,FR,20,Appel action,1,0.02,6,2,1.5,Parakou,9.337,2.6282,bbc.com,HEALTH;DEMOCRACY,Paul Biya;Mahamadou Issoufou,ONU,"Parakou, Benin","1.5,1.5,0.0,1.5,1.65,190",,20250726000000-bbc_com-BN-01199,Cooperation verbale,0,0,12,1,Nord,Borgou,International,0.501,0.5375,2025-07,Neutre,Neutre,0,-1.035112723203966,0.1549783296526765,0,0.008740995
20250303,2025-03-03,Institution internationale,BN,110,Rejet/opposition,3,-0.69,10,3,-3.2,Djougou,9.7082,1.6599,lanouvelletribune.bj,PROTEST,,OMS;FMI;Assemblee Nationale,"Djougou, Benin","-3.2,0.0,3.2,3.2,0.19,701",,20250303000000-lanouvelletribune_bj-BN-01200,Conflit verbal,1,1,30,1,Nord,Donga,Benin,0.4655,0.42,2025-03,Negatif,Leg. negatif,1,0.003586361910562667,-0.8052207251969683,0,0.98534936
20251229,2025-12-29,Gouvernement,BN,10,Declaration publique,1,3.12,6,7,4.03,Porto-Novo,6.4969,2.6289,fraternite.bj,,Mahamadou Issoufou;Thomas Boni Yayi,,"Porto-Novo, Benin","4.03,4.03,0.0,4.03,0.53,235",https://www.rfi.fr/img/placeholder.jpg,20251229000000-fraternite_bj-BN-01201,Cooperation verbale,0,0,42,0,Sud,Oueme,Benin,0.656,0.6008,2025-12,Positif,Stabilisant,0,0.5309425255676536,1.3459399465140056,0,0.0003036657
20250512,2025-05-12,Gouvernement,BN,10,Declaration publique,1,0.36,6,1,2.56,Abomey-Calavi,6.4484,2.3552,fraternite.bj,PROTEST;RELIGION;ENVIRONMENT,Patrice Talon,Assemblee Nationale,"Abomey-Calavi, Benin","2.56,2.56,0.0,2.56,0.67,185",,20250512000000-fraternite_bj-BN-01202,Cooperation verbale,0,0,6,0,Sud,Atlantique,Benin,0.518,0.564,2025-05,Positif,Neutre,0,-1.3759709101461706,0.41256623600654324,0,0.0020438938
20250210,2025-02-10,Parti politique,BN,40,Consultation diplomatique,1,4.55,8,3,1.62,Parakou,9.337,2.6282,bbc.com,ENVIRONMENT;TERRORISM,,Assemblee Nationale,"Parakou, Benin","1.62,1.62,0.0,1.62,1.49,113",,20250210000000-bbc_com-BN-01203,Cooperation verbale,0,0,24,1,Nord,Borgou,International,0.7275,0.5405,2025-02,Neutre,Stabilisant,0,-0.4444013985865246,1.1782912962942067,0,6.5853314e-06
20250720,2025-07-20,Syndicat,BN,60,Cooperation materielle,2,0.57,12,4,1.2,Abomey,7.1856,1.9861,matinlibre.com,,Alassane Ouattara,Union Africaine;CEDEAO,"Abomey, Benin","1.2,1.2,0.0,1.2,0.48,260",https://www.bbc.com/img/default.jpg,20250720000000-matinlibre_com-BN-01204,Cooperation materielle,0,0,48,0,Centre,Zou,Benin,0.5285,0.53,2025-07,Neutre,Neutre,0,0.7378766474111917,0.32989363417658346,0,0.007359093
20250409,2025-04-09,Diplomate,BN,120,Menace,3,-5.72,5,3,-1.73,Cotonou,6.3654,2.4183,beninwebtv.com,MILITARY,,CEDEAO;Union Africaine,"Cotonou, Benin","-1.73,0.0,1.73,1.73,0.54,783",,20250409000000-beninwebtv_com-BN-01205,Conflit verbal,1,1,15,0,Sud,Littoral,Benin,0.214,0.4568,2025-04,Neutre,Destabilisant,1,-0.7626832310864564,-1.6665639454115815,0,0.99966574
20251107,2025-11-07,Medias,BN,100,Demande,1,1.74,8,3,0.88,Parakou,9.337,2.6282,rfi.fr,EDUCATION,,FMI;UNICEF,"Parakou, Benin","0.88,0.88,0.0,0.88,1.1,703",https://www.bbc.com/img/default.jpg,20251107000000-rfi_fr-BN-01206,Cooperation verbale,0,0,24,1,Nord,Borgou,International,0.587,0.522,2025-11,Neutre,Neutre,0,-0.3975528806402824,0.4439124820967575,0,0.0011426662
20251011,2025-10-11,Medias,BN,50,Appel cooperation,1,0.82,7,4,3.61,Bohicon,7.1824,2.066,fraternite.bj,PROTEST;ELECTIONS,,PNUD,"Bohicon, Benin","3.61,3.61,0.0,3.61,0.15,678",,20251011000000-fraternite_bj-BN-01207,Cooperation verbale,0,0,28,0,Centre,Zou,Benin,0.541,0.5902,2025-10,Positif,Neutre,0,-0.22458178527160405,0.7571027946092975,0,0.0003449367
20251223,2025-12-23,Parti politique,FR,36,Critique politique,1,2.29,8,1,4.76,Kandi,11.1342,2.9394,rfi.fr,POLITICAL_VIOLENCE;DEVELOPMENT,Alassane Ouattara;Abdoulaye Bio Tchane,UNICEF;CEDEAO,"Kandi, Benin","4.76,4.76,0.0,4.76,1.15,318",https://www.rfi.fr/img/placeholder.jpg,20251223000000-rfi_fr-BN-01208,Cooperation verbale,0,0,8,1,Nord,Alibori,International,0.6145,0.619,2025-12,Positif,Neutre,0,-1.1827541225411677,1.2543095811195217,0,0.00011080457
20250216,2025-02-16,Citoyen,US,180,Attaque,4,-2.61,15,1,-5.32,Abomey-Calavi,6.4484,2.3552,bbc.com,ENVIRONMENT;DEMOCRACY;MILITARY;TERRORISM,,Banque Mondiale;UNICEF;OMS,"Abomey-Calavi, Benin","-5.32,0.0,5.32,5.32,0.87,696",https://www.bbc.com/img/default.jpg,20250216000000-bbc_com-BN-01209,Conflit materiel,1,1,15,0,Sud,Atlantique,International,0.3695,0.367,2025-02,Tres negatif,Leg. negatif,1,-0.18180567292164326,-1.588045568980348,1,0.9989742
20250517,2025-05-17,Parti politique,US,50,Appel cooperation,1,3.15,11,7,-2.23,Abomey,7.1856,1.9861,matinlibre.com,,Abdoulaye Bio Tchane;Paul Biya,,"Abomey, Benin","-2.23,0.0,2.23,2.23,1.07,148",https://www.rfi.fr/img/placeholder.jpg,20250517000000-matinlibre_com-BN-01210,Cooperation verbale,0,1,77,0,Centre,Zou,Benin,0.6575,0.4442,2025-05,Negatif,Stabilisant,0,1.8601251080615042,0.2791665888432306,0,0.014470778
20250510,2025-05-10,Gouvernement,BN,50,Appel cooperation,1,2.85,4,1,0.74,Abomey,7.1856,1.9861,rfi.fr,HEALTH,,,"Abomey, Benin","0.74,0.74,0.0,0.74,1.78,339",,20250510000000-rfi_fr-BN-01211,Cooperation verbale,0,0,4,0,Centre,Zou,International,0.6425,0.5185,2025-05,Neutre,Neutre,0,-1.6359300138337376,0.5798101616566508,0,0.00093896425
20250714,2025-07-14,Gouvernement,TG,20,Appel action,1,2.65,6,1,-0.34,Cotonou,6.3654,2.4183,fraternite.bj,DIPLOMACY;ECONOMY;PROTEST;MILITARY,Alassane Ouattara,,"Cotonou, Benin","-0.34,0.0,0.34,0.34,1.61,682",https://www.rfi.fr/img/placeholder.jpg,20250714000000-fraternite_bj-BN-01212,Cooperation verbale,0,1,6,0,Sud,Littoral,Benin,0.6325,0.4915,2025-07,Neutre,Neutre,0,-1.3831033564641797,0.35797840758438504,0,0.0021145672
20250427,2025-04-27,Gouvernement,NG,120,Menace,3,-5.34,10,2,-9.69,Porto-Novo,6.4969,2.6289,beninwebtv.com,MILITARY,Abdoulaye Bio Tchane,,"Porto-Novo, Benin","-9.69,0.0,9.69,9.69,1.0,792",https://www.bbc.com/img/default.jpg,20250427000000-beninwebtv_com-BN-01213,Conflit verbal,1,1,20,0,Sud,Oueme,Benin,0.233,0.2578,2025-04,Tres negatif,Destabilisant,1,-0.2885793660132367,-3.0192148993389707,0,0.99996746
20251230,2025-12-30,Institution internationale,BN,110,Rejet/opposition,3,-4.82,3,2,-6.8,Cotonou,6.3654,2.4183,beninwebtv.com,,Macky Sall;Thomas Boni Yayi,Gouvernement Beninois;OMS;Banque Mondiale,"Cotonou, Benin","-6.8,0.0,6.8,6.8,1.72,181",https://www.bbc.com/img/default.jpg,20251230000000-beninwebtv_com-BN-01214,Conflit verbal,1,1,6,0,Sud,Littoral,Benin,0.259,0.33,2025-12,Tres negatif,Destabilisant,1,-1.3200495786142248,-2.456575289371243,0,0.99993896
20250310,2025-03-10,Gouvernement,TG,36,Critique politique,1,-0.79,5,3,2.75,Porto-Novo,6.4969,2.6289,24haubenin.com,HEALTH;RELIGION;PROTEST;MILITARY,Macky Sall,ONU;FMI,"Porto-Novo, Benin","2.75,2.75,0.0,2.75,0.44,472",,20250310000000-24haubenin_com-BN-01215,Cooperation verbale,0,0,15,0,Sud,Oueme,Benin,0.4605,0.5688,2025-03,Positif,Leg. negatif,0,-0.8730750823238819,0.21502419063483952,0,0.004063154
20250128,2025-01-28,ONG,BN,10,Declaration publique,1,2.78,12,2,-4.61,Parakou,9.337,2.6282,24haubenin.com,ELECTIONS;POLITICAL_VIOLENCE,Lionel Zinsou,CEDEAO;FMI;ONU,"Parakou, Benin","-4.61,0.0,4.61,4.61,1.07,332",,20250128000000-24haubenin_com-BN-01216,Cooperation verbale,0,1,24,1,Nord,Borgou,Benin,0.639,0.3848,2025-01,Negatif,Neutre,0,-0.16476490008523972,-0.32408328879298826,0,0.011211712
20251201,2025-12-01,Gouvernement,BN,100,Demande,1,3.46,6,1,1.77,Abomey,7.1856,1.9861,fraternite.bj,HEALTH;PROTEST;TERRORISM,Abdoulaye Bio Tchane;Mahamadou Issoufou,FMI,"Abomey, Benin","1.77,1.77,0.0,1.77,0.8,763",,20251201000000-fraternite_bj-BN-01217,Cooperation verbale,0,0,6,0,Centre,Zou,Benin,0.673,0.5442,2025-12,Neutre,Stabilisant,0,-1.413399817262586,0.9228903643326569,0,8.023722e-05
20250114,2025-01-14,Militaire,BN,100,Demande,1,2.7,4,3,0.14,Lokossa,6.6392,1.7153,lanouvelletribune.bj,,Paul Biya;Abdoulaye Bio Tchane,Union Africaine;OMS;CEDEAO,"Lokossa, Benin","0.14,0.14,0.0,0.14,0.88,100",https://www.rfi.fr/img/placeholder.jpg,20250114000000-lanouvelletribune_bj-BN-01218,Cooperation verbale,0,0,12,0,Sud,Mono,Benin,0.635,0.5035,2025-01,Neutre,Neutre,0,-1.0650346173632241,0.4551979619738619,0,0.0021264714
20250215,2025-02-15,Parti politique,BN,36,Critique politique,1,1.6,11,3,4.12,Cotonou,6.3654,2.4183,rfi.fr,EDUCATION,,,"Cotonou, Benin","4.12,4.12,0.0,4.12,1.7,747",,20250215000000-rfi_fr-BN-01219,Cooperation verbale,0,0,33,0,Sud,Littoral,International,0.58,0.603,2025-02,Positif,Neutre,0,0.07094594725718027,1.0591115993321878,0,0.0001519565
